[13:04:05] [LOGGING]	 STARTING LOGGING
[13:35:11] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:35:11] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:35:11] [ENGINE]	 Restart timeout: 3600000
[13:35:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:35:15] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:35:15] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:35:15] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:35:16] [PLAYER]	 [0]Start Player
[13:35:16] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:35:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,2395309
[13:35:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER réveilles => 0,1317139
[13:35:17] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,06241795
[13:35:18] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,05095937
[13:35:18] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,08236571
[13:35:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:35:19] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,22097
[13:35:20] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur => 0,2651549
[13:35:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche les => 0,1914931
[13:35:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va sur le => 0,2637995
[13:35:21] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER affiche la => 0,1090256
[13:35:22] [PLAYER]	 [0]End Player
[13:35:22] [PLAYER]	 [0]speaking false
[13:35:22] [TTS]	 End speaking
[13:35:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,6147362
[13:35:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,7079538
[13:35:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,8568884
[13:35:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton => 0,8382609
[13:35:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance ton systaime => 0,8114403
[13:35:24] [ENGINE - Default]	 RECOGNIZED Speech: 0,8623518 (0,65) / 0,8923674 (OVER) Device:  Text: OVER relance ton systaime
[13:35:24] [ENGINE - Default]	 RECOGNIZED Speech: 0,8623518 (0,65) / 0,8923674 (OVER) Device:  Text: OVER relance ton systaime
[13:35:24] [CONTEXT]	 Reset timeout
[13:35:24] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.8623518&client=OVER1&profile=Unknow_4854&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:35:24] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.8623518&client=OVER1&profile=Unknow_4854&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:35:24] [TTS]	 Try speaking ... Je relance mon système
[13:35:24] [TTS]	 [0] Say: Je relance mon système
[13:35:25] [PLAYER]	 [0]Start Player
[13:35:27] [PLAYER]	 [0]End Player
[13:35:27] [PLAYER]	 [0]speaking false
[13:35:27] [TTS]	 End speaking
[13:35:27] [ENGINE - Default]	 SpeechRecognized: 2844,552ms Text: OVER relance ton systaime
[13:35:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:35:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais => 0,08215712
[13:35:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,1178266
[13:35:27] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER ferme => 0,1514941
[13:35:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,3083874
[13:35:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,04020058
[13:35:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,04223608
[13:35:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER peux tu => 0,2468106
[13:36:01] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux => 0,1043891
[13:36:02] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,09013844
[13:36:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2111043
[13:36:08] [RTPCLIENT]	 Stop RTPClient
[13:36:08] [RTPCLIENT]	 Stop RTPClient
[13:36:08] [RTPCLIENT]	 Stop RTPClient ... Done
[13:36:08] [RTPCLIENT]	 Stop RTPClient ... Done
[13:36:08] [ENGINE - File]	 Stop listening...done
[13:36:08] [ENGINE - Default]	 Stop listening...done
[13:36:22] [LOGGING]	 STARTING LOGGING
[13:36:22] [INIT]	 ==========================================
[13:36:22] [INIT]	 S.A.R.A.H. => MICRO
[13:36:22] [INIT]	 ==========================================
[13:36:22] [INIT]	 Server: http://127.0.0.1:8080
[13:36:22] [INIT]	 Confidence: 0,65
[13:36:22] [INIT]	 ==========================================
[13:36:22] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:36:22] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:36:22] [WATCHER]	 Stop watching
[13:36:22] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:36:22] [GRAMMAR]	 Add to context list: time.xml
[13:36:22] [WATCHER]	 Watching directory: macros
[13:36:22] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:36:22] [GRAMMAR]	 Add to context list: jarvis.xml
[13:36:22] [WATCHER]	 Watching directory: plugins
[13:36:22] [WATCHER]	 Start watching
[13:36:22] [GRAMMAR]	 Context: default
[13:36:22] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:36:22] [GRAMMAR]	 File: Load Grammar to Engine
[13:36:23] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:36:23] [GRAMMAR]	 File: Load Grammar to Engine
[13:36:23] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:36:23] [ENGINE - File]	 Init recognizer
[13:36:23] [ENGINE - File]	 AudioLevel: 0
[13:36:23] [ENGINE - File]	 MaxAlternates: 1
[13:36:23] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:36:23] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:36:23] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:36:23] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:36:23] [GRAMMAR]	 Default: Load Grammar to Engine
[13:36:23] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:36:23] [GRAMMAR]	 Default: Load Grammar to Engine
[13:36:23] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:36:23] [ENGINE - Default]	 Init recognizer
[13:36:23] [ENGINE - Default]	 AudioLevel: 0
[13:36:23] [ENGINE - Default]	 MaxAlternates: 1
[13:36:23] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:36:23] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:36:23] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:36:23] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:36:23] [ENGINE - Default]	 Start listening
[13:36:23] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:36:23] [ENGINE]	 [Default] level: 0 state: Stopped
[13:36:23] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:36:23] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:36:23] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:36:23] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:36:23] [ENGINE]	 Restart timeout: 3600000
[13:36:24] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:36:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,03689078
[13:36:25] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:36:29] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:36:29] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:36:29] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:36:29] [PLAYER]	 [0]Start Player
[13:36:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,1020975
[13:36:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est quelle => 0,2747806
[13:36:30] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,1677529
[13:36:32] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:36:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER arrête => 0,3108487
[13:36:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,1720012
[13:36:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change => 0,1525717
[13:36:33] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER change la => 0,1812219
[13:36:35] [PLAYER]	 [0]End Player
[13:36:35] [PLAYER]	 [0]speaking false
[13:36:35] [TTS]	 End speaking
[13:36:41] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:36:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu => 0,2849468
[13:36:42] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER tu peux me => 0,2636233
[13:36:44] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:36:47] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2262321
[13:36:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle => 0,6378618
[13:36:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,6312609
[13:36:48] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,7446557
[13:36:49] [ENGINE - Default]	 REJECTED Trigger: 0,7455131 Text: OVER
[13:36:49] [ENGINE - Default]	 REJECTED Trigger: 0,7455131 Text: OVER
[13:36:49] [ENGINE - Default]	 SpeechRecognized: 75,6445ms Text: OVER quelle heure est il
[13:36:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,1206989
[13:36:51] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle => 0,7459297
[13:36:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,8647732
[13:36:52] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est il => 0,7619618
[13:36:52] [ENGINE - Default]	 RECOGNIZED Speech: 0,7751416 (0,65) / 0,8696156 (OVER) Device:  Text: OVER quelle heure est il
[13:36:52] [ENGINE - Default]	 RECOGNIZED Speech: 0,7751416 (0,65) / 0,8696156 (OVER) Device:  Text: OVER quelle heure est il
[13:36:52] [CONTEXT]	 Reset timeout
[13:36:53] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.7751416&client=OVER1&profile=Unknow_3086&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:36:53] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.7751416&client=OVER1&profile=Unknow_3086&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:36:53] [TTS]	 Try speaking ... il est 13 heure 36 
[13:36:53] [TTS]	 [0] Say: il est 13 heure 36 
[13:36:53] [PLAYER]	 [0]Start Player
[13:36:55] [PLAYER]	 [0]End Player
[13:36:55] [PLAYER]	 [0]speaking false
[13:36:55] [TTS]	 End speaking
[13:36:55] [ENGINE - Default]	 SpeechRecognized: 2732,8308ms Text: OVER quelle heure est il
[13:36:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,4220701
[13:36:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3781641
[13:36:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure => 0,2089374
[13:36:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER met a => 0,2681633
[13:36:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir les => 0,3428987
[13:36:55] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure est => 0,2544134
[13:36:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:36:56] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,08015807
[13:36:57] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,6322321
[13:36:58] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER relance => 0,8819809
[13:36:58] [ENGINE - Default]	 RECOGNIZED Speech: 0,9275849 (0,65) / 0,912537 (OVER) Device:  Text: OVER relance
[13:36:58] [ENGINE - Default]	 RECOGNIZED Speech: 0,9275849 (0,65) / 0,912537 (OVER) Device:  Text: OVER relance
[13:36:58] [CONTEXT]	 Reset timeout
[13:36:58] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=f5&confidence=0.9275849&client=OVER1&profile=Unknow_3086&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:36:58] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=f5&confidence=0.9275849&client=OVER1&profile=Unknow_3086&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:36:58] [TTS]	 Try speaking ... c'est fait
[13:36:58] [TTS]	 [0] Say: c'est fait
[13:36:58] [PLAYER]	 [0]Start Player
[13:36:59] [PLAYER]	 [0]End Player
[13:36:59] [PLAYER]	 [0]speaking false
[13:36:59] [TTS]	 End speaking
[13:36:59] [ENGINE - Default]	 SpeechRecognized: 1526,5372ms Text: OVER relance
[13:36:59] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:37:03] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,2618012
[13:37:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER on => 0,8115128
[13:37:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER redémar => 0,9195705
[13:37:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER redémar ton => 0,9102985
[13:37:04] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER redémar ton systaime => 0,8271061
[13:37:05] [ENGINE - Default]	 RECOGNIZED Speech: 0,9154999 (0,65) / 0,9042186 (OVER) Device:  Text: OVER redémar ton systaime
[13:37:05] [ENGINE - Default]	 RECOGNIZED Speech: 0,9154999 (0,65) / 0,9042186 (OVER) Device:  Text: OVER redémar ton systaime
[13:37:05] [CONTEXT]	 Reset timeout
[13:37:05] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.9154999&client=OVER1&profile=Unknow_3086&directory=D%3a%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:37:05] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/jarvis?val=reboot-over&confidence=0.9154999&client=OVER1&profile=Unknow_3086&directory=D:%5cDev%5cDev-O.V.E.R%5cO.V.E.R%5cmacros
[13:37:05] [TTS]	 Try speaking ... Je relance mon système
[13:37:05] [TTS]	 [0] Say: Je relance mon système
[13:37:05] [PLAYER]	 [0]Start Player
[13:37:07] [PLAYER]	 [0]End Player
[13:37:07] [PLAYER]	 [0]speaking false
[13:37:07] [TTS]	 End speaking
[13:37:07] [ENGINE - Default]	 SpeechRecognized: 2645,4406ms Text: OVER redémar ton systaime
[13:37:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:37:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER va => 0,3303851
[13:37:07] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,347542
[13:37:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:37:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il => 0,2131372
[13:37:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER il est => 0,3463071
[13:37:09] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER quelle heure => 0,3043317
[13:37:11] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fait => 0,4886814
[13:37:16] [RTPCLIENT]	 Stop RTPClient
[13:37:16] [RTPCLIENT]	 Stop RTPClient
[13:37:16] [RTPCLIENT]	 Stop RTPClient ... Done
[13:37:16] [RTPCLIENT]	 Stop RTPClient ... Done
[13:37:16] [ENGINE - File]	 Stop listening...done
[13:37:16] [ENGINE - Default]	 Stop listening...done
[13:37:16] [ENGINE - Default]	 RecognizeCompleted (37:16.5): <null>
[13:37:19] [LOGGING]	 STARTING LOGGING
[13:37:19] [INIT]	 ==========================================
[13:37:19] [INIT]	 S.A.R.A.H. => MICRO
[13:37:19] [INIT]	 ==========================================
[13:37:19] [INIT]	 Server: http://127.0.0.1:8080
[13:37:19] [INIT]	 Confidence: 0,65
[13:37:19] [INIT]	 ==========================================
[13:37:19] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:37:19] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:37:19] [WATCHER]	 Stop watching
[13:37:19] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:37:19] [GRAMMAR]	 Add to context list: time.xml
[13:37:19] [WATCHER]	 Watching directory: macros
[13:37:19] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:37:19] [GRAMMAR]	 Add to context list: jarvis.xml
[13:37:19] [WATCHER]	 Watching directory: plugins
[13:37:19] [WATCHER]	 Start watching
[13:37:19] [GRAMMAR]	 Context: default
[13:37:19] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:37:19] [GRAMMAR]	 File: Load Grammar to Engine
[13:37:19] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:37:19] [GRAMMAR]	 File: Load Grammar to Engine
[13:37:19] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:37:19] [ENGINE - File]	 Init recognizer
[13:37:19] [ENGINE - File]	 AudioLevel: 0
[13:37:19] [ENGINE - File]	 MaxAlternates: 1
[13:37:19] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:37:19] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:37:19] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:37:19] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:37:19] [GRAMMAR]	 Default: Load Grammar to Engine
[13:37:19] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:37:19] [GRAMMAR]	 Default: Load Grammar to Engine
[13:37:19] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:37:19] [ENGINE - Default]	 Init recognizer
[13:37:19] [ENGINE - Default]	 AudioLevel: 0
[13:37:19] [ENGINE - Default]	 MaxAlternates: 1
[13:37:19] [ENGINE - Default]	 BabbleTimeout: 00:00:00
[13:37:19] [ENGINE - Default]	 InitialSilenceTimeout: 00:00:00
[13:37:19] [ENGINE - Default]	 EndSilenceTimeout: 00:00:00.1500000
[13:37:19] [ENGINE - Default]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:37:19] [ENGINE - Default]	 Start listening
[13:37:19] [ENGINE]	 [Default] AudioFormatPcm channel: 1 AB/S: 32000 B/S: 16
[13:37:20] [ENGINE]	 [Default] level: 0 state: Stopped
[13:37:20] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Périphérique Hig Channels: 2 Playback: True
[13:37:20] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[13:37:20] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[13:37:20] [TTS]	 [0]Name: ScanSoft Sebastien_Full_22kHz Culture: fr-FR
[13:37:20] [ENGINE]	 Restart timeout: 3600000
[13:37:21] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=initialisation%20termin%C3%A9.%20Bonjours%20monsieur%2C%20que%20puije%20faire%20pour%20vous%3F
[13:37:21] [TTS]	 Try speaking ... initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:37:21] [TTS]	 [0] Say: initialisation terminé. Bonjours monsieur, que puije faire pour vous?
[13:37:22] [PLAYER]	 [0]Start Player
[13:37:22] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER => 0,001
[13:37:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER fais voir => 0,04246728
[13:37:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER réveilles => 0,1200014
[13:37:23] [ENGINE - Default]	 recognizer_SpeechHypothesized OVER réveilles toi => 0,1393181
[13:40:58] [LOGGING]	 STARTING LOGGING
[13:40:58] [INIT]	 ==========================================
[13:40:58] [INIT]	 S.A.R.A.H. => MICRO
[13:40:58] [INIT]	 ==========================================
[13:40:58] [INIT]	 Server: http://127.0.0.1:8080
[13:40:58] [INIT]	 Confidence: 0,65
[13:40:58] [INIT]	 ==========================================
[13:40:58] [INIT]	 Starting Server: http://192.168.1.151:8888/
[13:40:58] [INIT]	 Starting Server: http://127.0.0.1:8888/
[13:40:58] [WATCHER]	 Stop watching
[13:40:58] [GRAMMAR]	 Load file: time.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\macros\time.xml
[13:40:58] [GRAMMAR]	 Add to context list: time.xml
[13:40:58] [WATCHER]	 Watching directory: macros
[13:40:58] [GRAMMAR]	 Load file: jarvis.xml : D:\Dev\Dev-O.V.E.R\O.V.E.R\plugins\jarvis\jarvis.xml
[13:40:58] [GRAMMAR]	 Add to context list: jarvis.xml
[13:40:58] [WATCHER]	 Watching directory: plugins
[13:40:58] [WATCHER]	 Start watching
[13:40:58] [GRAMMAR]	 Context: default
[13:40:58] [GRAMMAR]	 Context: time.xml, jarvis.xml
[13:40:58] [GRAMMAR]	 File: Load Grammar to Engine
[13:40:58] [GRAMMAR]	 File: Load: time.xml Enabled: True
[13:40:58] [GRAMMAR]	 File: Load Grammar to Engine
[13:40:58] [GRAMMAR]	 File: Load: jarvis.xml Enabled: True
[13:40:58] [ENGINE - File]	 Init recognizer
[13:40:58] [ENGINE - File]	 AudioLevel: 0
[13:40:58] [ENGINE - File]	 MaxAlternates: 1
[13:40:58] [ENGINE - File]	 BabbleTimeout: 00:00:00
[13:40:58] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[13:40:58] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[13:40:58] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[13:40:58] [GRAMMAR]	 Default: Load Grammar to Engine
[13:40:58] [GRAMMAR]	 Default: Load: time.xml Enabled: True
[13:40:58] [GRAMMAR]	 Default: Load Grammar to Engine
[13:40:58] [GRAMMAR]	 Default: Load: jarvis.xml Enabled: True
[13:40:58] [ENGINE - Default]	 Init recognizer
[13:40:58] [ENGINE - Default]	 AudioLevel: 0
[13:40:58] [ENGINE - Default]	 MaxAlternates: 1
[13:40:58] [ENGINE - Default]	 BabbleTimeout: 00:00:00
